PC1,PC2,PC3,PC4,PC5
0.00014928054733320817,0.028599605377921222,-0.12576290248736194,0.3709178683387859,0.007574874783715713
0.0274373369224733,0.02194993114364957,-0.1306617460411021,0.3520952039892653,0.022177332600838484
0.05472539329761317,0.015300256909377918,-0.13556058959484224,0.33327253963974457,0.0367797904179612
0.08201344967275304,0.008650582675106266,-0.1404594331485824,0.31444987529022383,0.051382248235083916
0.10930150604789313,0.0020009084408346145,-0.14535827670232254,0.2956272109407031,0.06598470605220669
0.136589562423033,-0.0046487657934370374,-0.1502571202560627,0.2768045465911824,0.0805871638693294
0.08747050540801327,0.1535829364389104,0.07157971855662437,0.3505724592502505,-0.044543893186375444
0.11475856178315313,0.14693326220463876,0.06668087500288422,0.33174979490072976,-0.029941435369252672
0.142046618158293,0.1402835879703671,0.06178203144914407,0.312927130551209,-0.015338977552129957
0.16933467453343287,0.13363391373609546,0.05688318789540392,0.2941044662016884,-0.0007365197350072406
0.19662273090857296,0.1269842395018238,0.05198434434166377,0.27528180185216766,0.013865938082115531
0.22391078728371283,0.12033456526755215,0.04708550078792362,0.25645913750264693,0.028468395899238247
0.17479173026869288,0.27856626749989954,0.26892233960061107,0.33022705016171494,-0.0966626611564666
0.20207978664383297,0.2719165932656279,0.2640234960468709,0.31140438581219426,-0.08206020333934388
0.22936784301897284,0.26526691903135624,0.25912465249313077,0.2925817214626736,-0.06745774552222117
0.2566558993941127,0.2586172447970846,0.2542258089393906,0.27375905711315285,-0.05285528770509845
0.2839439557692528,0.25196757056281294,0.24932696538565047,0.2549363927636321,-0.03825282988797568
0.31123201214439267,0.24531789632854129,0.24442812183191032,0.2361137284141115,-0.023650372070852965
0.10236429566037153,0.5425597228698947,-0.008687645552479195,0.25385208383035623,-0.06028413592886803
0.1296523520355114,0.5359100486356231,-0.013586489106219346,0.2350294194808355,-0.045681678111745255
0.15694040841065127,0.5292603744013514,-0.018485332659959497,0.21620675513131477,-0.03107922029462254
0.18422846478579114,0.5226107001670798,-0.023384176213699648,0.19738409078179409,-0.016476762477499823
0.21151652116093123,0.5159610259328081,-0.0282830197674398,0.17856142643227335,-0.001874304660377052
0.2388045775360711,0.5093113516985365,-0.03318186332117995,0.15973876208275267,0.012728153156745664
0.11213769275562957,0.1305034557598198,0.0630049098634734,0.4962349722916587,0.15736188542601456
0.13942574913076944,0.12385378152554816,0.05810606630973325,0.47741230794213796,0.17196434324313734
0.16671380550590953,0.1172041072912765,0.0532072227559931,0.4585896435926172,0.18656680106026005
0.1940018618810494,0.11055443305700485,0.048308379202253005,0.4397669792430966,0.20116925887738277
0.2212899182561895,0.1039047588227332,0.043409535648512854,0.42094431489357587,0.21577171669450554
0.24857797463132936,0.09725508458846155,0.0385106920947727,0.40212165054405513,0.23037417451162825
0.19945891761630963,0.25548678682080894,0.2603475309074601,0.47588956320312314,0.10524311745592341
0.22674697399144972,0.2488371125865373,0.25544868735371995,0.4570668988536025,0.11984557527304618
0.2540350303665896,0.24218743835226564,0.2505498437999798,0.4382442345040818,0.1344480330901689
0.28132308674172946,0.235537764117994,0.24565100024623976,0.41942157015456105,0.1490504909072916
0.3086111431168693,0.22888808988372233,0.2407521566924996,0.4005989058050403,0.16365294872441438
0.3358991994920094,0.22223841564945068,0.23585331313875946,0.3817762414555197,0.1782554065415371
0.038923194430043995,0.2971194044634533,-0.06293786967334514,0.23955371956386695,-0.12730751987877112
0.06621125080518386,0.29046973022918166,-0.06783671322708529,0.22073105521434622,-0.1127050620616484
0.09349930718032373,0.28382005599491,-0.07273555678082538,0.20190839086482548,-0.09810260424452569
0.1207873635554636,0.27717038176063835,-0.07763440033456553,0.18308572651530486,-0.08350014642740297
0.1480754199306037,0.2705207075263667,-0.08253324388830569,0.16426306216578412,-0.0688976886102802
0.17536347630574356,0.26387103329209505,-0.08743208744204584,0.1454403978162634,-0.054295230793157484
0.12624441929072405,0.42210273552444255,0.13440475137064123,0.21920831047533146,-0.17942628784886236
0.15353247566586392,0.4154530612901709,0.12950590781690108,0.20038564612581078,-0.1648238300317396
0.1808205320410038,0.40880338705589925,0.12460706426316093,0.1815629817762901,-0.15022137221461687
0.20810858841614366,0.4021537128216276,0.11970822070942078,0.16274031742676942,-0.13561891439749416
0.23539664479128375,0.39550403858735594,0.11480937715568063,0.1439176530772487,-0.12101645658037141
0.2626847011664236,0.3888543643530843,0.10991053360194047,0.12509498872772795,-0.1064139987632487
0.1360178163859821,0.010046468414367515,0.20609730678659421,0.46159119893663403,0.03821973350602026
0.16330587276112218,0.0033967941800958634,0.20119846323285406,0.4427685345871133,0.052822191323142975
0.19059392913626205,-0.0032528800541757885,0.1962996196791139,0.42394587023759256,0.06742464914026569
0.21788198551140214,-0.00990255428844744,0.19140077612537376,0.4051232058880718,0.08202710695738842
0.245170041886542,-0.016552228522719148,0.1865019325716336,0.3863005415385511,0.09662956477451119
0.2724580982616821,-0.0232019027569908,0.18160308901789346,0.36747787718903047,0.11123202259163391
0.06359038177766074,0.2740399237843626,-0.07151267836649611,0.38521623260527516,0.07459825873361892
0.09087843815280061,0.26739024955009094,-0.0764115219202362,0.3663935682557544,0.08920071655074169
0.11816649452794048,0.2607405753158193,-0.08131036547397635,0.3475709039062337,0.1038031743678644
0.14545455090308035,0.25409090108154764,-0.08620920902771645,0.32874823955671306,0.11840563218498712
0.17274260727822044,0.24744122684727599,-0.0911080525814566,0.3099255752071923,0.1330080900021099
0.2000306636533603,0.24079155261300433,-0.09600689613519675,0.2911029108576717,0.1476105478192326
0.15091160663834036,0.39902325484535184,0.12582994267749026,0.3648708235167396,0.022479490763527746
0.17819966301348023,0.3923735806110802,0.12093109912375011,0.346048159167219,0.03708194858065046
0.2054877193886201,0.38572390637680853,0.11603225557000996,0.32722549481769825,0.05168440639777318
0.23277577576375996,0.3790742321425369,0.1111334120162698,0.30840283046817757,0.0662868642148959
0.26006383213890005,0.37242455790826523,0.10623456846252965,0.28958016611865683,0.08088932203201867
0.2873518885140399,0.3657748836739936,0.1013357249087895,0.27075750176913616,0.09549177984914138
0.23823283149902041,0.5240065859063411,0.32317256372147696,0.3445254144282042,-0.02963927720656348
0.2655208878741605,0.5173569116720694,0.3182737201677368,0.3257027500786835,-0.015036819389440764
0.2928089442493004,0.5107072374377978,0.31337487661399677,0.30688008572916287,-0.0004343615723180483
0.32009700062444024,0.5040575632035261,0.3084760330602566,0.28805742137964213,0.014168096244804668
0.3473850569995801,0.4974078889692545,0.30357718950651646,0.2692347570301214,0.02877055406192744
0.3746731133747202,0.4907582147349828,0.2986783459527763,0.2504120926806008,0.043373011879050155
-0.7435333641265449,0.012630805924780275,0.02192858997758218,0.09571004250352688,-0.0415633176023707
-0.716245307751405,0.005981131690508568,0.01702974642384203,0.07688737815400618,-0.026960859785247954
-0.6889572513762652,-0.0006685425437630843,0.012130902870101878,0.05806471380448547,-0.012358401968125238
-0.6616691950011251,-0.007318216778034736,0.0072320593163617275,0.03924204945496476,0.002244055848997506
-0.6343811386259852,-0.013967891012306388,0.0023332157626215766,0.020419385105444082,0.016846513666120222
-0.6562121392658652,0.13761413698576952,0.21927121102156844,0.0753646334149914,-0.09368208557246188
-0.6289240828907252,0.13096446275149787,0.21437236746782828,0.05654196906547067,-0.07907962775533914
-0.6016360265155853,0.12431478851722622,0.20947352391408824,0.03771930471594999,-0.06447716993821642
-0.5743479701404454,0.11766511428295456,0.2045746803603481,0.01889664036642924,-0.049874712121093706
-0.5470599137653054,0.11101544004868291,0.19967583680660794,7.397601690856126e-05,-0.03527225430397096
-0.5748255198065899,0.009851347386436782,0.3414706067805868,0.2265514185277309,-0.03814512785281421
-0.54753746343145,0.00320167315216513,0.3365717632268467,0.2077287541782102,-0.023542670035691465
-0.5202494070563101,-0.003448001082106522,0.3316729196731065,0.18890608982868948,-0.008940212218568722
-0.4929613506811701,-0.010097675316378174,0.3267740761193664,0.1700834254791688,0.005662245598554022
-0.4656732943060302,-0.016747349550649826,0.3218752325656262,0.15126076112964806,0.020264703415676738
-0.6913070987038836,0.1626643838927565,0.04102291391363888,0.0701960135424234,-0.13623118390636216
-0.6640190423287435,0.15601470965848485,0.036124070359898786,0.051373349192902665,-0.12162872608923944
-0.6367309859536037,0.1493650354242132,0.031225226806158635,0.032550684843381944,-0.1070262682721167
-0.6094429295784637,0.14271536118994155,0.026326383252418484,0.013728020493861237,-0.09242381045499395
-0.5821548732033237,0.1360656869556699,0.021427539698678333,-0.005094643855659442,-0.07782135263787124
-0.6755990962072206,0.0033542374430034494,0.18785869461456006,0.14104670780245088,-0.026240888241218424
-0.6483110398320806,-0.0032954367912682025,0.1829598510608199,0.12222404345293017,-0.011638430424095708
-0.6210229834569407,-0.009945111025539854,0.17806100750707976,0.10340137910340946,0.0029640273930270356
-0.5937349270818008,-0.016594785259811506,0.1731621639533396,0.08457871475388876,0.01756648521014978
-0.5664468707066608,-0.02324445949408316,0.16826332039959946,0.06575605040436805,0.03216894302727252
